Text,Address,Street_Number,Street_Name,Street_Address,City,Zip_Code,State,Country
"22 Queen Victoria St, London EC4N 4SA","","22","Queen Victoria St","22 Queen Victoria St","London","EC4N 4SA","",""
"101 George St, Glasgow G1 1RD","","101","George St","101 George St","Glasgow","G1 1RD","",""
"34-36 Castle St, Belfast BT1 1HF","","34-36","Castle St","34-36 Castle St","Belfast","BT1 1HF","",""
"50-52 Broad St, Birmingham B1 2HT","","50-52","Broad St","50-52 Broad St","Birmingham","B1 2HT","",""
"88-90 Princes St, Edinburgh EH2 2ER","","88-90","Princes St","88-90 Princes St","Edinburgh","EH2 2ER","",""
"28-30 Haymarket, London SW1Y 4SP","","28-30","Haymarket","28-30 Haymarket","London","SW1Y 4SP","",""
"Bo ness Hospital Dean Road Bo ness EH51 0DH","","","Dean Road","Dean Road","Bo ness","EH51 0DH","",""
"123 King Street Edinburgh EH1 1BB","","123","King Street","123 King Street","Edinburgh","EH1 1BB","",""
"Flat 5, 22 High Street Dundee DD1 1AA","","22","High Street","22 High Street","Dundee","DD1 1AA","",""
"45 Queen's Park Glasgow G42 8BS","","45","Queen's Park","45 Queen's Park","Glasgow","G42 8BS","",""
"9 Victoria Road London NW1 5DG","","9","Victoria Road","9 Victoria Road","London","NW1 5DG","",""
"78 Station Road Aberdeen AB24 5UA","","78","Station Road","78 Station Road","Aberdeen","AB24 5UA","",""
"16 Princes Street Edinburgh EH2 2AN","","16","Princes Street","16 Princes Street","Edinburgh","EH2 2AN","",""
"11 Market Square Stirling FK8 1AX","","11","Market Square","11 Market Square","Stirling","FK8 1AX","",""
"5 George Street Bath BA1 2EH","","5","George Street","5 George Street","Bath","BA1 2EH","",""
"20 Castle Street Cardiff CF10 1BT","","20","Castle Street","20 Castle Street","Cardiff","CF10 1BT","",""
"BDP Wales First Floor, Menzies Distribution Mill Stream Way Central Business Park Llansamlet Swansea SA7 0AG 01792 456661 hello@bdp.wales","Mill Stream Way Central Business Park Llansamlet Swansea SA7 0AG","","Mill Stream Way","Mill Stream Way","Swansea","SA7 0AG","",""
"Greenfield Ltd, Unit 4, The Green Business Park, Green Lane, Winchester SO23 7AA, 01962 123456 info@greenfield.co.uk","The Green Business Park, Green Lane, Winchester SO23 7AA","","Green Lane","Green Lane","Winchester","SO23 7AA","",""
"Techno Solutions, 3rd Floor, Innovation House, 45 King Street, Bristol BS1 4ER, 0117 9876543 support@technosolutions.com","45 King Street, Bristol BS1 4ER","45","King Street","45 King Street","Bristol","BS1 4ER","",""
"Rosewood Estates, Suite 12, Rosewood House, 12 Main Road, Sheffield S9 1AA, 0114 8765432 contact@rosewoodestates.co.uk","12 Main Road, Sheffield S9 1AA","12","Main Road","12 Main Road","Sheffield","S9 1AA","",""
"Global Electronics, Office 21, Elms Industrial Estate, Elms Road, Birmingham B11 4JL, 0121 5556666 sales@globalelectronics.com","Elms Industrial Estate, Elms Road, Birmingham B11 4JL","","Elms Road","Elms Road","Birmingham","B11 4JL","",""
"Sunshine Bakery, 5 Sunshine Walk, Cambridge CB1 1AA, 01223 765432 orders@sunshinebakery.com","5 Sunshine Walk, Cambridge CB1 1AA","5","Sunshine Walk","5 Sunshine Walk","Cambridge","CB1 1AA","",""
"North Star Logistics, 2nd Floor, Orion House, 78 North Avenue, Leeds LS1 2AB, 0113 8765432 logistics@northstar.co.uk","78 North Avenue, Leeds LS1 2AB","78","North Avenue","78 North Avenue","Leeds","LS1 2AB","",""
"Pineview Clinic, Ground Floor, Health and Wellbeing Centre, Pine Avenue, Liverpool L2 3AB, 0151 1234567 appointments@pineviewclinic.com","Health and Wellbeing Centre, Pine Avenue, Liverpool L2 3AB","","Pine Avenue","Pine Avenue","Liverpool","L2 3AB","",""
"Bright Futures, Unit 9, Future Business Park, Innovation Road, Manchester M1 1AD, 0161 6543210 info@brightfutures.com","Future Business Park, Innovation Road, Manchester M1 1AD","","Innovation Road","Innovation Road","Manchester","M1 1AD","",""
"Silverline Media, 1st Floor, Media House, 24 Silver Street, Nottingham NG1 2AR, 0115 9876543 enquiries@silverlinemedia.com","24 Silver Street, Nottingham NG1 2AR","24","Silver Street","24 Silver Street","Nottingham","NG1 2AR","",""
"EcoTech Systems, Basement, Green Tech Building, 67 Eco Road, Oxford OX1 3AB, 01865 123456 info@ecotechsystems.com","67 Eco Road, Oxford OX1 3AB","67","Eco Road","67 Eco Road","Oxford","OX1 3AB","",""
"Works 1A Shepherdess Walk London N1 7QE","","1A","Shepherdess Walk","1A Shepherdess Walk","London","N1 7QE","",""
"Office 23 Baker Street London W1U 3BW","","23","Baker Street","23 Baker Street","London","W1U 3BW","",""
"Residence 45B King's Road Chelsea SW3 4NB","","45B","King's Road","45B King's Road","Chelsea","SW3 4NB","",""
"Flat 7 12 Queen's Gate Kensington SW7 5JA","","12","Queen's Gate","12 Queen's Gate","Kensington","SW7 5JA","",""
"Shop 5 9 High Street Manchester M4 1QB","","9","High Street","9 High Street","Manchester","M4 1QB","",""
"Warehouse 10B Industrial Road Birmingham B3 2QR","","10B","Industrial Road","10B Industrial Road","Birmingham","B3 2QR","",""
"Unit 4 6-8 Station Road Bristol BS1 5HQ","","6-8","Station Road","6-8 Station Road","Bristol","BS1 5HQ","",""
"Building 11A City Road Cardiff CF10 1DQ","","11A","City Road","11A City Road","Cardiff","CF10 1DQ","",""
"House 3 14 Garden Street Leeds LS1 2TW","","14","Garden Street","14 Garden Street","Leeds","LS1 2TW","",""
"Suite 2 22 Victoria Street Edinburgh EH1 2HE","","22","Victoria Street","22 Victoria Street","Edinburgh","EH1 2HE","",""
"Room 8 5 Oxford Street Glasgow G1 3AJ","","5","Oxford Street","5 Oxford Street","Glasgow","G1 3AJ","",""
"7 Mulberry, Cardiff, VGL CF23 8RS - Oaktree Court LoopNet","7 Mulberry, Cardiff, VGL CF23 8RS","7","Mulberry","7 Mulberry","Cardiff","CF23 8RS","",""
"15 Elm Road, Birmingham, B12 9AB - Oakwood Business Centre","15 Elm Road, Birmingham, B12 9AB","15","Elm Road","15 Elm Road","Birmingham","B12 9AB","",""
"22 High Street, London, NW1 5DX - Camden Market","22 High Street, London, NW1 5DX","22","High Street","22 High Street","London","NW1 5DX","",""
"4 Willow Lane, Manchester, M14 5GQ - Northern Quarter","4 Willow Lane, Manchester, M14 5GQ","4","Willow Lane","4 Willow Lane","Manchester","M14 5GQ","",""
"19 Oak Avenue, Bristol, BS8 1AB - Clifton Village","19 Oak Avenue, Bristol, BS8 1AB","19","Oak Avenue","19 Oak Avenue","Bristol","BS8 1AB","",""
"33 Maple Street, Leeds, LS1 2HQ - City Centre","33 Maple Street, Leeds, LS1 2HQ","33","Maple Street","33 Maple Street","Leeds","LS1 2HQ","",""
"12 Birch Close, Liverpool, L1 2TQ - Baltic Triangle","12 Birch Close, Liverpool, L1 2TQ","12","Birch Close","12 Birch Close","Liverpool","L1 2TQ","",""
"8 Cedar Road, Glasgow, G1 5JH - Merchant City","8 Cedar Road, Glasgow, G1 5JH","8","Cedar Road","8 Cedar Road","Glasgow","G1 5JH","",""
"26 Pine Street, Edinburgh, EH1 3EG - New Town","26 Pine Street, Edinburgh, EH1 3EG","26","Pine Street","26 Pine Street","Edinburgh","EH1 3EG","",""
"14 Ash Grove, Sheffield, S1 4QZ - Kelham Island","14 Ash Grove, Sheffield, S1 4QZ","14","Ash Grove","14 Ash Grove","Sheffield","S1 4QZ","",""
"If you have any questions about this Cookie Policy, please contact Alan Lovering, Data Protection Officer, 30 Fenchurch Street, London EC3M 3BD","30 Fenchurch Street, London EC3M 3BD","30","Fenchurch Street","30 Fenchurch Street","London","EC3M 3BD","",""
"Should you need further information, please reach out to Emily Clarke, HR Manager, 22 Baker Street, London W1U 3BW","22 Baker Street, London W1U 3BW","22","Baker Street","22 Baker Street","London","W1U 3BW","",""
"Queries regarding our Privacy Policy can be directed to Michael Turner, Legal Advisor, 15 King Street, Manchester M2 6AW","15 King Street, Manchester M2 6AW","15","King Street","15 King Street","Manchester","M2 6AW","",""
"For technical support, contact John Smith, IT Specialist, 8 High Street, Birmingham B4 7SL","8 High Street, Birmingham B4 7SL","8","High Street","8 High Street","Birmingham","B4 7SL","",""
"Our new office is located at 45 Queen Victoria Street, London EC4N 4SA","45 Queen Victoria Street, London EC4N 4SA","45","Queen Victoria Street","45 Queen Victoria Street","London","EC4N 4SA","",""
"Please visit us at 10 Downing Street, London SW1A 2AA for further assistance","10 Downing Street, London SW1A 2AA","10","Downing Street","10 Downing Street","London","SW1A 2AA","",""
"Our head office is situated at 55 Oxford Street, London W1D 2EQ","55 Oxford Street, London W1D 2EQ","55","Oxford Street","55 Oxford Street","London","W1D 2EQ","",""
"For any complaints, please write to Mary Johnson, Complaints Officer, 70 Piccadilly, London W1J 9HP","70 Piccadilly, London W1J 9HP","70","Piccadilly","70 Piccadilly","London","W1J 9HP","",""
"All correspondence should be sent to 90 Regent Street, London W1B 5RL","90 Regent Street, London W1B 5RL","90","Regent Street","90 Regent Street","London","W1B 5RL","",""
"Our office can be found at 60 Cannon Street, London EC4N 6JP","60 Cannon Street, London EC4N 6JP","60","Cannon Street","60 Cannon Street","London","EC4N 6JP","",""
"To discuss further, please contact Sarah Brown, Marketing Director, 33 St. James's Square, London SW1Y 4JS","33 St. James's Square, London SW1Y 4JS","33","St. James's Square","33 St. James's Square","London","SW1Y 4JS","",""
"Fly Software Limited Suite 315 Bridge House Taunton Somerset TA1 1TG United Kingdom","Suite 315 Bridge House Taunton Somerset TA1 1TG","","Bridge House","Suite 315 Bridge House","Taunton","TA1 1TG","Somerset","United Kingdom"
"Green Tech Innovations 2nd Floor 54 High Street Sheffield South Yorkshire S1 2HE","2nd Floor 54 High Street Sheffield South Yorkshire S1 2HE","54","High Street","2nd Floor 54 High Street","Sheffield","S1 2HE","South Yorkshire",""
"Digital Horizons 10 Downing Street Westminster London SW1A 2AA","10 Downing Street Westminster London SW1A 2AA","10","Downing Street","10 Downing Street","Westminster","SW1A 2AA","London",""
"Blue Wave Technologies 3rd Floor 20 Bishopsgate London EC2N 4AJ United Kingdom","3rd Floor 20 Bishopsgate London EC2N 4AJ","20","Bishopsgate","3rd Floor 20 Bishopsgate","London","EC2N 4AJ","","United Kingdom"
"Red Brick Solutions 25 Market Street Cambridge CB2 3PA","25 Market Street Cambridge CB2 3PA","25","Market Street","25 Market Street","Cambridge","CB2 3PA","",""
"Skyline Ventures 5 St. John's Lane Bristol BS1 6UA","5 St. John's Lane Bristol BS1 6UA","5","St. John's Lane","5 St. John's Lane","Bristol","BS1 6UA","",""
"Quantum Computing Ltd 1st Floor 100 Great Portland Street London W1W 6PQ","1st Floor 100 Great Portland Street London W1W 6PQ","100","Great Portland Street","1st Floor 100 Great Portland Street","London","W1W 6PQ","",""
"Green Energy Solutions 44 Queen's Road Aberdeen AB15 4YE","44 Queen's Road Aberdeen AB15 4YE","44","Queen's Road","44 Queen's Road","Aberdeen","AB15 4YE","",""
"EcoTech Innovations 6th Floor 200 Oxford Street Manchester M1 5AN","6th Floor 200 Oxford Street Manchester M1 5AN","200","Oxford Street","6th Floor 200 Oxford Street","Manchester","M1 5AN","",""
"Bright Future Ltd 15 King's Cross Road Leeds LS2 7EY United Kingdom","15 King's Cross Road Leeds LS2 7EY","15","King's Cross Road","15 King's Cross Road","Leeds","LS2 7EY","","United Kingdom"
"Next Gen Technologies 8 Albert Square Liverpool L1 1LZ","8 Albert Square Liverpool L1 1LZ","8","Albert Square","8 Albert Square","Liverpool","L1 1LZ","",""
"5 South St, Farnham GU9 7QU, United Kingdom","","5","South St","5 South St","Farnham","GU9 7QU","","United Kingdom"
"123 Main Rd, Brighton BN1 1EE, United Kingdom","","123","Main Rd","123 Main Rd","Brighton","BN1 1EE","","United Kingdom"
"42 High St, Cambridge CB1 2JD","","42","High St","42 High St","Cambridge","CB1 2JD","",""
"78 King Street, Manchester M1 1AD","","78","King Street","78 King Street","Manchester","M1 1AD","",""
"15 Queen's Ave, London N1 9AB, United Kingdom","","15","Queen's Ave","15 Queen's Ave","London","N1 9AB","","United Kingdom"
"27 Church Rd, Oxford OX1 4BG","","27","Church Rd","27 Church Rd","Oxford","OX1 4BG","",""
"89 Station Rd, Leeds LS1 4AA","","89","Station Rd","89 Station Rd","Leeds","LS1 4AA","",""
"6 Market St, York YO1 8QR, United Kingdom","","6","Market St","6 Market St","York","YO1 8QR","","United Kingdom"
"34 Victoria St, Birmingham B1 1HQ","","34","Victoria St","34 Victoria St","Birmingham","B1 1HQ","",""
"55 Baker St, Bristol BS1 3HQ","","55","Baker St","55 Baker St","Bristol","BS1 3HQ","",""
"Mansfield Rd, Farnsfield, Newark NG22 8HX, Regatul Unit","","","Mansfield Rd","Mansfield Rd","Farnsfield","NG22 8HX","Newark","Regatul Unit"
"High St, Cambridge CB2 8DP, United Kingdom","","","High St","High St","Cambridge","CB2 8DP","","United Kingdom"
"Park Lane, London W1K 1PN","","","Park Lane","Park Lane","London","W1K 1PN","",""
"Main Ave, Newbury RG14 1JQ","","","Main Ave","Main Ave","Newbury","RG14 1JQ","",""
"Church St, Liverpool L1 1DA","","","Church St","Church St","Liverpool","L1 1DA","",""
"Baker St, Marylebone, London NW1 6XE","","","Baker St","Baker St","Marylebone","NW1 6XE","London",""
"Queen's Rd, Bristol BS8 1QU, UK","","","Queen's Rd","Queen's Rd","Bristol","BS8 1QU","","UK"
"Station Rd, Swindon SN1 1DQ","","","Station Rd","Station Rd","Swindon","SN1 1DQ","",""
"King St, Aberdeen AB24 5AX","","","King St","King St","Aberdeen","AB24 5AX","",""
"Victoria St, Manchester M1 2JQ","","","Victoria St","Victoria St","Manchester","M1 2JQ","",""
"George St, Edinburgh EH2 2HN, Scotland","","","George St","George St","Edinburgh","EH2 2HN","","Scotland"
"England and Wales with company number 02516000 at registered office 15, Bell Street, Reigate, Surrey, RH2 7AD","15, Bell Street, Reigate, Surrey, RH2 7AD","15","Bell Street","15, Bell Street","Reigate","RH2 7AD","Surrey",""
"Scotland with company number SC123456 at registered office 22, Main Street, Glasgow, G1 1AA","22, Main Street, Glasgow, G1 1AA","22","Main Street","22, Main Street","Glasgow","G1 1AA","","Scotland"
"Registered office 30, High Road, London, N22 6BB","30, High Road, London, N22 6BB","30","High Road","30, High Road","London","N22 6BB","",""
"Company number 987654 at registered office 10, Queen's Avenue, Manchester, M1 2AB","10, Queen's Avenue, Manchester, M1 2AB","10","Queen's Avenue","10, Queen's Avenue","Manchester","M1 2AB","",""
"Registered office 45, Church Lane, Bristol, BS1 5TN","45, Church Lane, Bristol, BS1 5TN","45","Church Lane","45, Church Lane","Bristol","BS1 5TN","",""
"Company number 87654321 at registered office 5, Park Road, Nottingham, NG1 6FG","5, Park Road, Nottingham, NG1 6FG","5","Park Road","5, Park Road","Nottingham","NG1 6FG","",""
"Registered office 88, King Street, Edinburgh, EH1 1YJ","88, King Street, Edinburgh, EH1 1YJ","88","King Street","88, King Street","Edinburgh","EH1 1YJ","",""
"Company number 246810 at registered office 1, Victoria Street, Liverpool, L1 1JF","1, Victoria Street, Liverpool, L1 1JF","1","Victoria Street","1, Victoria Street","Liverpool","L1 1JF","",""
"Registered office 75, Elm Avenue, Oxford, OX1 4TR","75, Elm Avenue, Oxford, OX1 4TR","75","Elm Avenue","75, Elm Avenue","Oxford","OX1 4TR","",""
"Company number 543210 at registered office 60, Baker Street, Leeds, LS1 3AR","60, Baker Street, Leeds, LS1 3AR","60","Baker Street","60, Baker Street","Leeds","LS1 3AR","",""
"Company number 111222333 at registered office 19, Market Street, Birmingham, B2 5HN","19, Market Street, Birmingham, B2 5HN","19","Market Street","19, Market Street","Birmingham","B2 5HN","",""
"2.2 ratio.co.uk and Ratio are trading names of Ratio Limited, a company registered in the UK at Telephone House, 18 Christchurch Road, Bournemouth BH1 3NE (Registered Company Number 09641779).","18 Christchurch Road, Bournemouth BH1 3NE","18","Christchurch Road","18 Christchurch Road","Bournemouth","BH1 3NE","",""
"GreenTech Ltd is a company based in the UK, and their headquarters are located at 50 King's Road, Reading RG1 3AA (Company Registration Number: 12345678).","50 King's Road, Reading RG1 3AA","50","King's Road","50 King's Road","Reading","RG1 3AA","",""
"Head office of Solstice Media Group is at 22 Bishopsgate, London EC2N 4AJ, UK.","22 Bishopsgate, London EC2N 4AJ","22","Bishopsgate","22 Bishopsgate","London","EC2N 4AJ","","UK"
"The mailing address for customer support is 5 Jubilee Street, Brighton BN1 1GE.","5 Jubilee Street, Brighton BN1 1GE","5","Jubilee Street","5 Jubilee Street","Brighton","BN1 1GE","",""
"Visit our new office at 77 Whitechapel Road, London E1 1DU for more information.","77 Whitechapel Road, London E1 1DU","77","Whitechapel Road","77 Whitechapel Road","London","E1 1DU","",""
"Our main office is situated at 12 Queen Street, Edinburgh EH2 1JE.","12 Queen Street, Edinburgh EH2 1JE","12","Queen Street","12 Queen Street","Edinburgh","EH2 1JE","",""
"Please send all correspondence to 45 Market Street, Manchester M1 1WR.","45 Market Street, Manchester M1 1WR","45","Market Street","45 Market Street","Manchester","M1 1WR","",""
"For inquiries, contact us at 30 Castle Street, Cambridge CB3 0AJ.","30 Castle Street, Cambridge CB3 0AJ","30","Castle Street","30 Castle Street","Cambridge","CB3 0AJ","",""
"Our registered office is located at 200 High Street, Glasgow G1 1PQ.","200 High Street, Glasgow G1 1PQ","200","High Street","200 High Street","Glasgow","G1 1PQ","",""
"Direct all mail to 60 Oxford Street, Birmingham B1 1AA.","60 Oxford Street, Birmingham B1 1AA","60","Oxford Street","60 Oxford Street","Birmingham","B1 1AA","",""
"The company is registered at 80 Bridge Street, Bristol BS1 6HH.","80 Bridge Street, Bristol BS1 6HH","80","Bridge Street","80 Bridge Street","Bristol","BS1 6HH","",""
"KGD Netherwood Road Rotherwas, Hereford HR2 6JU Tel: +44 01432 374 374 Email: sales@kgd.co.uk","Netherwood Road Rotherwas, Hereford HR2 6JU","","Netherwood Road","Netherwood Road","Hereford","HR2 6JU","",""
"Tech Solutions Ltd 15A High Street, Manchester M4 1FS Tel: +44 0161 123 4567 Email: info@techsolutions.co.uk","15A High Street, Manchester M4 1FS","15A","High Street","15A High Street","Manchester","M4 1FS","",""
"Green Fields Farm, Old Barn Lane, Lancaster LA1 3PQ Tel: +44 01524 678 910 Email: contact@greenfields.co.uk","Old Barn Lane, Lancaster LA1 3PQ","","Old Barn Lane","Old Barn Lane","Lancaster","LA1 3PQ","",""
"42 Willowbrook Close, York YO10 5FG Tel: +44 01904 555 555 Email: hello@willowbrook.co.uk","42 Willowbrook Close, York YO10 5FG","42","Willowbrook Close","42 Willowbrook Close","York","YO10 5FG","",""
"Redwood Technologies 7 Maple Road, Bristol BS1 5TR Tel: +44 0117 945 6789 Email: support@redwoodtech.co.uk","7 Maple Road, Bristol BS1 5TR","7","Maple Road","7 Maple Road","Bristol","BS1 5TR","",""
"Sunset Villas 21 Seaside Avenue, Brighton BN1 2NW Tel: +44 01273 123 456 Email: bookings@sunsetvillas.co.uk","21 Seaside Avenue, Brighton BN1 2NW","21","Seaside Avenue","21 Seaside Avenue","Brighton","BN1 2NW","",""
"Orchard View, Main Street, Cambridge CB1 2AB Tel: +44 01223 789 101 Email: admin@orchardview.co.uk","Main Street, Cambridge CB1 2AB","","Main Street","Main Street","Cambridge","CB1 2AB","",""
"8 Rosewood Court, Edinburgh EH3 9GF Tel: +44 0131 234 5678 Email: enquiries@rosewoodcourt.co.uk","8 Rosewood Court, Edinburgh EH3 9GF","8","Rosewood Court","8 Rosewood Court","Edinburgh","EH3 9GF","",""
"Blue Horizons Travel, 5 Harbour Road, Portsmouth PO1 3AB Tel: +44 02392 123 456 Email: travel@bluehorizons.co.uk","5 Harbour Road, Portsmouth PO1 3AB","5","Harbour Road","5 Harbour Road","Portsmouth","PO1 3AB","",""
"Country Lane Flowers, 3 Petal Avenue, Oxford OX1 4BZ Tel: +44 01865 789 012 Email: orders@countrylaneflowers.co.uk","3 Petal Avenue, Oxford OX1 4BZ","3","Petal Avenue","3 Petal Avenue","Oxford","OX1 4BZ","",""
"White Swan Hotel, 1 Bridge Street, Chester CH1 1NN Tel: +44 01244 567 890 Email: reservations@whiteswanhotel.co.uk","1 Bridge Street, Chester CH1 1NN","1","Bridge Street","1 Bridge Street","Chester","CH1 1NN","",""
"Unit C7 J31 Park Motherwell Way West Thurrock RM20 3XD","","","Motherwell Way","","West Thurrock","RM20 3XD","","" 
"Flat 4B Riverside House 23 Wapping High Street London E1W 1NG","","23","Wapping High Street","","London","E1W 1NG","","" 
"Warehouse 5 East Industrial Estate 45-47 Staines Road Hounslow TW3 3JB","","45-47","Staines Road","","Hounslow","TW3 3JB","","" 
"Office 12B 3rd Floor 16-18 Notting Hill Gate Kensington W11 3JE","","16-18","Notting Hill Gate","","Kensington","W11 3JE","","" 
"Building 2 Green Park 30-32 North Street Reading RG1 7DF","","30-32","North Street","","Reading","RG1 7DF","","" 
"Shop 15 The Arcade 9-11 High Street Croydon CR0 1YD","","9-11","High Street","","Croydon","CR0 1YD","","" 
"Suite 4B 2nd Floor 22-24 Victoria Street Bristol BS1 6AA","","22-24","Victoria Street","","Bristol","BS1 6AA","","" 
"Unit 18B Business Park 8-10 Oak Lane Leeds LS9 7AA","","8-10","Oak Lane","","Leeds","LS9 7AA","","" 
"Warehouse 3A Docklands Industrial Estate 12-14 Wharf Road Stratford E15 2QW","","12-14","Wharf Road","","Stratford","E15 2QW","","" 
"Office 45A 5th Floor 50-52 Chancery Lane London WC2A 1AA","","50-52","Chancery Lane","","London","WC2A 1AA","","" 
"Unit 1C 6-8 Riverside Business Park 20-22 River Road Barking IG11 0DG","","20-22","River Road","","Barking","IG11 0DG","",""
"2571 S Westlake Drive #100 Sioux Falls, SD, 57106","","2571","S Westlake Drive #100","2571 S Westlake Drive #100","Sioux Falls","57106","",""
"Meet us at 12A High Street, London, WC2N 5DU","","12A","High Street","12A High Street","London","WC2N 5DU","",""
"Visit us at 45B King's Road, Chelsea, SW3 5UE for more information.","","45B","King's Road","45B King's Road","Chelsea","SW3 5UE","",""
"Send your post to 73 Westbourne Terrace, Paddington, W2 3UR","","73","Westbourne Terrace","73 Westbourne Terrace","Paddington","W2 3UR","",""
"Event location: 88 Victoria Street, Westminster, SW1E 5JL.","","88","Victoria Street","88 Victoria Street","Westminster","SW1E 5JL","",""
"Mailing address: 22 Baker Street, Marylebone, W1U 3BW.","","22","Baker Street","22 Baker Street","Marylebone","W1U 3BW","",""
"Office address: 101 Queen's Gate, South Kensington, SW7 5AG.","","101","Queen's Gate","101 Queen's Gate","South Kensington","SW7 5AG","",""
"Reception at 34 Fleet Street, City of London, EC4Y 1AA.","","34","Fleet Street","34 Fleet Street","City of London","EC4Y 1AA","",""
"New branch at 58 Oxford Street, Soho, W1D 1BH.","","58","Oxford Street","58 Oxford Street","Soho","W1D 1BH","",""
"Warehouse: 19 Camden Road, Camden Town, NW1 9LS.","","19","Camden Road","19 Camden Road","Camden Town","NW1 9LS","",""
"Headquarters: 67 Knightsbridge, Belgravia, SW1X 7NL.","","67","Knightsbridge","67 Knightsbridge","Belgravia","SW1X 7NL","",""
"Ascent 4, Farnborough Aerospace Centre, Farnborough, GU14 6XN. Google Maps","Ascent 4, Farnborough Aerospace Centre, Farnborough, GU14 6XN","","","","Farnborough","GU14 6XN","",""
"Tech House, 123 Innovation Way, Manchester, M1 1AE. Google Maps","Tech House, 123 Innovation Way, Manchester, M1 1AE","123","Innovation Way","Tech House, 123 Innovation Way","Manchester","M1 1AE","",""
"Unit 7, Industrial Estate, Milton Keynes, MK9 3HQ. Google Maps","Unit 7, Industrial Estate, Milton Keynes, MK9 3HQ","","","","Milton Keynes","MK9 3HQ","",""
"Building A, 56 Pioneer Street, London, SW1A 1AA. Google Maps","Building A, 56 Pioneer Street, London, SW1A 1AA","56","Pioneer Street","Building A, 56 Pioneer Street","London","SW1A 1AA","",""
"The Hub, 88 Central Avenue, Birmingham, B1 1AA. Google Maps","The Hub, 88 Central Avenue, Birmingham, B1 1AA","88","Central Avenue","The Hub, 88 Central Avenue","Birmingham","B1 1AA","",""
"Office 12, 34 Green Park, Reading, RG1 6XN. Google Maps","Office 12, 34 Green Park, Reading, RG1 6XN","34","Green Park","Office 12, 34 Green Park","Reading","RG1 6XN","",""
"Suite 5, 21 Business Park, Leeds, LS1 2AB. Google Maps","Suite 5, 21 Business Park, Leeds, LS1 2AB","21","Business Park","Suite 5, 21 Business Park","Leeds","LS1 2AB","",""
"Floor 2, 789 New Street, Bristol, BS1 5AQ. Google Maps","Floor 2, 789 New Street, Bristol, BS1 5AQ","789","New Street","Floor 2, 789 New Street","Bristol","BS1 5AQ","",""
"Room 3, 65 Tech Lane, Cambridge, CB2 1AA. Google Maps","Room 3, 65 Tech Lane, Cambridge, CB2 1AA","65","Tech Lane","Room 3, 65 Tech Lane","Cambridge","CB2 1AA","",""
"Facility B, 45 Enterprise Road, Glasgow, G2 1DU. Google Maps","Facility B, 45 Enterprise Road, Glasgow, G2 1DU","45","Enterprise Road","Facility B, 45 Enterprise Road","Glasgow","G2 1DU","",""
"Complex 9, 12 Business Street, Newcastle, NE1 4AD. Google Maps","Complex 9, 12 Business Street, Newcastle, NE1 4AD","12","Business Street","Complex 9, 12 Business Street","Newcastle","NE1 4AD","",""
"Universal Music GmbH, Mühlenstraße, 10243 Berlin","","","Mühlenstraße","Mühlenstraße","Berlin","10243","",""
"Tech Innovators Ltd, 10 Downing Street, London, SW1A 2AA","","","Downing Street","10 Downing Street","London","SW1A 2AA","",""
"Green Valley Farms, 25 High Street, Cambridge, CB2 3QJ","","","High Street","25 High Street","Cambridge","CB2 3QJ","",""
"Bright Future Inc, 7 Kings Road, Brighton, BN1 1AA","","","Kings Road","7 Kings Road","Brighton","BN1 1AA","",""
"Eco Supplies Ltd, 3 Queens Avenue, Bristol, BS1 4TR","","","Queens Avenue","3 Queens Avenue","Bristol","BS1 4TR","",""
"Health Pro Services, 42 Baker Street, London, W1U 6RT","","","Baker Street","42 Baker Street","London","W1U 6RT","",""
"Sunshine Café, 8 Market Street, Manchester, M1 1PW","","","Market Street","8 Market Street","Manchester","M1 1PW","",""
"Global Logistics, 12 Park Lane, Leeds, LS1 3AB","","","Park Lane","12 Park Lane","Leeds","LS1 3AB","",""
"Creative Minds, 15 Oxford Street, Edinburgh, EH1 2AB","","","Oxford Street","15 Oxford Street","Edinburgh","EH1 2AB","",""
"Tech Solutions, 5 Victoria Road, Glasgow, G1 2HL","","","Victoria Road","5 Victoria Road","Glasgow","G1 2HL","",""
"Green Earth Ltd, 22 Elm Street, Cardiff, CF10 3NX","","","Elm Street","22 Elm Street","Cardiff","CF10 3NX","",""
"23 Edinburgh Drive Laleham STAINES TW181PJ England","","23","Edinburgh Drive","23 Edinburgh Drive","STAINES","TW181PJ","","England"
"48 Oxford Road, LONDON, W1D 1BS, UK","","48","Oxford Road","48 Oxford Road","LONDON","W1D 1BS","","UK"
"15 Baker Street, Marylebone, LONDON NW1 6XE, England","","15","Baker Street","15 Baker Street","LONDON","NW1 6XE","","England"
"22 Upper Ground, South Bank, LONDON SE1 9PD UK","","22","Upper Ground","22 Upper Ground","LONDON","SE1 9PD","","UK"
"30 Abbey Road West, BIRMINGHAM B17 9NW, England","","30","Abbey Road West","30 Abbey Road West","BIRMINGHAM","B17 9NW","","England"
"77 Princes Street, EDINBURGH EH2 2DF","","77","Princes Street","77 Princes Street","EDINBURGH","EH2 2DF","",""
"9 Castle Street, CAMBRIDGE CB3 0AH, UK","","9","Castle Street","9 Castle Street","CAMBRIDGE","CB3 0AH","","UK"
"101 King Street, MANCHESTER M2 4LQ, England","","101","King Street","101 King Street","MANCHESTER","M2 4LQ","","England"
"5 Market Street, LEEDS LS1 6AP","","5","Market Street","5 Market Street","LEEDS","LS1 6AP","",""
